ZONE I=65 J=45 K=1
2.372727e+00	-7.968750e-01	0.000000e+00
2.372727e+00	-7.500000e-01	0.000000e+00
2.372727e+00	-7.031250e-01	0.000000e+00
2.372727e+00	-6.562500e-01	0.000000e+00
2.372727e+00	-6.093750e-01	0.000000e+00
2.372727e+00	-5.625000e-01	0.000000e+00
2.372727e+00	-5.156250e-01	0.000000e+00
2.372727e+00	-4.687500e-01	0.000000e+00
2.372727e+00	-4.218750e-01	0.000000e+00
2.372727e+00	-3.750000e-01	0.000000e+00
2.372727e+00	-3.281250e-01	0.000000e+00
2.372727e+00	-2.812500e-01	0.000000e+00
2.372727e+00	-2.343750e-01	0.000000e+00
2.372727e+00	-1.875000e-01	0.000000e+00
2.372727e+00	-1.406250e-01	0.000000e+00
2.372727e+00	-9.375000e-02	0.000000e+00
2.372727e+00	-4.687500e-02	0.000000e+00
2.372727e+00	0.000000e+00	0.000000e+00
2.372727e+00	4.687500e-02	0.000000e+00
2.372727e+00	9.375000e-02	0.000000e+00
2.372727e+00	1.406250e-01	0.000000e+00
2.372727e+00	1.875000e-01	0.000000e+00
2.372727e+00	2.343750e-01	0.000000e+00
2.372727e+00	2.812500e-01	0.000000e+00
2.372727e+00	3.281250e-01	0.000000e+00
2.372727e+00	3.750000e-01	0.000000e+00
2.372727e+00	4.218750e-01	0.000000e+00
2.372727e+00	4.687500e-01	0.000000e+00
2.372727e+00	5.156250e-01	0.000000e+00
2.372727e+00	5.625000e-01	0.000000e+00
2.372727e+00	6.093750e-01	0.000000e+00
2.372727e+00	6.562500e-01	0.000000e+00
2.372727e+00	7.031250e-01	0.000000e+00
2.372727e+00	7.500000e-01	0.000000e+00
2.372727e+00	7.968750e-01	0.000000e+00
2.372727e+00	8.437500e-01	0.000000e+00
2.372727e+00	8.906250e-01	0.000000e+00
2.372727e+00	9.375000e-01	0.000000e+00
2.372727e+00	9.843750e-01	0.000000e+00
2.372727e+00	1.031250e+00	0.000000e+00
2.372727e+00	1.078125e+00	0.000000e+00
2.372727e+00	1.125000e+00	0.000000e+00
2.372727e+00	1.171875e+00	0.000000e+00
2.372727e+00	1.218750e+00	0.000000e+00
2.372727e+00	1.265625e+00	0.000000e+00
2.372727e+00	1.312500e+00	0.000000e+00
2.372727e+00	1.359375e+00	0.000000e+00
2.372727e+00	1.406250e+00	0.000000e+00
2.372727e+00	1.453125e+00	0.000000e+00
2.372727e+00	1.500000e+00	0.000000e+00
2.400000e+00	-1.500000e+00	0.000000e+00
2.400000e+00	-1.453125e+00	0.000000e+00
2.400000e+00	-1.406250e+00	0.000000e+00
2.400000e+00	-1.359375e+00	0.000000e+00
2.400000e+00	-1.312500e+00	0.000000e+00
2.400000e+00	-1.265625e+00	0.000000e+00
2.400000e+00	-1.218750e+00	0.000000e+00
2.400000e+00	-1.171875e+00	0.000000e+00
2.400000e+00	-1.125000e+00	0.000000e+00
2.400000e+00	-1.078125e+00	0.000000e+00
2.400000e+00	-1.031250e+00	0.000000e+00
2.400000e+00	-9.843750e-01	0.000000e+00
2.400000e+00	-9.375000e-01	0.000000e+00
2.400000e+00	-8.906250e-01	0.000000e+00
2.400000e+00	-8.437500e-01	0.000000e+00
2.400000e+00	-7.968750e-01	0.000000e+00
2.400000e+00	-7.500000e-01	0.000000e+00
2.400000e+00	-7.031250e-01	0.000000e+00
2.400000e+00	-6.562500e-01	0.000000e+00
2.400000e+00	-6.093750e-01	0.000000e+00
2.400000e+00	-5.625000e-01	0.000000e+00
2.400000e+00	-5.156250e-01	0.000000e+00
2.400000e+00	-4.687500e-01	0.000000e+00
2.400000e+00	-4.218750e-01	0.000000e+00
2.400000e+00	-3.750000e-01	0.000000e+00
2.400000e+00	-3.281250e-01	0.000000e+00
2.400000e+00	-2.812500e-01	0.000000e+00
2.400000e+00	-2.343750e-01	0.000000e+00
2.400000e+00	-1.875000e-01	0.000000e+00
2.400000e+00	-1.406250e-01	0.000000e+00
2.400000e+00	-9.375000e-02	0.000000e+00
2.400000e+00	-4.687500e-02	0.000000e+00
2.400000e+00	0.000000e+00	0.000000e+00
2.400000e+00	4.687500e-02	0.000000e+00
2.400000e+00	9.375000e-02	0.000000e+00
2.400000e+00	1.406250e-01	0.000000e+00
2.400000e+00	1.875000e-01	0.000000e+00
2.400000e+00	2.343750e-01	0.000000e+00
2.400000e+00	2.812500e-01	0.000000e+00
2.400000e+00	3.281250e-01	0.000000e+00
2.400000e+00	3.750000e-01	0.000000e+00
2.400000e+00	4.218750e-01	0.000000e+00
2.400000e+00	4.687500e-01	0.000000e+00
2.400000e+00	5.156250e-01	0.000000e+00
2.400000e+00	5.625000e-01	0.000000e+00
2.400000e+00	6.093750e-01	0.000000e+00
2.400000e+00	6.562500e-01	0.000000e+00
2.400000e+00	7.031250e-01	0.000000e+00
2.400000e+00	7.500000e-01	0.000000e+00
2.400000e+00	7.968750e-01	0.000000e+00
2.400000e+00	8.437500e-01	0.000000e+00
2.400000e+00	8.906250e-01	0.000000e+00
2.400000e+00	9.375000e-01	0.000000e+00
2.400000e+00	9.843750e-01	0.000000e+00
2.400000e+00	1.031250e+00	0.000000e+00
2.400000e+00	1.078125e+00	0.000000e+00
2.400000e+00	1.125000e+00	0.000000e+00
2.400000e+00	1.171875e+00	0.000000e+00
2.400000e+00	1.218750e+00	0.000000e+00
2.400000e+00	1.265625e+00	0.000000e+00
2.400000e+00	1.312500e+00	0.000000e+00
2.400000e+00	1.359375e+00	0.000000e+00
2.400000e+00	1.406250e+00	0.000000e+00
2.400000e+00	1.453125e+00	0.000000e+00
2.400000e+00	1.500000e+00	0.000000e+00
